id,text,url,HS,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
838,Salam dari Flores kab Mabar labuan bajo salam damai toleransilah indonesiaku 100/ katohlik 100/ indonesia jangan fitnah saudara jangan ganggu orang lain yg sedang berbiadah,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
839,"dari dulu sampai ahkir jaman,akan lebih banyak kafirun d banding muslim,karna d akhirot nanti akan lebih banyak penghuni neraka d banding penghuni surga,wallohu 'alam bisowab",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
840,"Ini adalah cara berfikir tolol, tolol, dan super tolol.",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,1,1,0,0,0,0,0,1,1,0,0
841,"Manusia di bagi 2golongan oleh Allah muslim dan kapir .
Islam selamat.
Muslim =beriman.
Muslim aku mendengar aku taat.
Muslim mengikuti agama ciptaan Allah yg di sampaikan oleh nabi dan rosul utusan Allah Islam.
Dari nabi Adam as sampai nabi Isa almadih as /,24 nabi dan rosul di utus lokal.
Nabi Muhammad Saw di utus untuk seluruh bangsa utusan ke 25.

Kapir =ingkar.
Kapir aku mendengar aku  mengingkari perintah nabi dan rosul.
Kapir mengikuti kelompok2 ormas .impor ciptaan Rabi2 pendeta misionaris Yahudi.
Ciptaan Sang ketua.
Yahudi keristen ,shyiah,Hindu,buda,Nasrani katolik,protestan.
Bisnis politik sang ketua .
Modusnya uang dan jabatan.
Ormas di kendalikan rj 2 kejam dan serakah.",0,0,0,0,0,0,0,0,0,0,0,0
842,"Agama Islam ciptan Allah.
Nabi dan rosul hanya utusan.
Keristen itu ormas ciptaan Paulus.
Suku Bunyamin Israil.
Min ormas bukan agama.",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
843,"Kristen menyebar dgn kasih dan damai tanpa paksaan dari org sekitarnya...kalaupun ada yg keluar dari kristen juga tidak ada ancaman ...tidak ada intimidas dari org sekitarnya ataupun kerabat /keluarga.
Karna kristen dibangun dari kasih bukan dari pedang.",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
844,KATOLIK KU KEREN❤❤❤❤❤❤👍👍👍👍❤❤,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
845,"Amin, semoga damai",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
846,"Kristen apa yang mayoritas dunia?
Mornon?",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,1,1,0,0,0,0,1,0,1,0,0
847,Aku pengikut krestus,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
848,Katolik ku keren,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
849,"Menurut  saya Agama yang  benar adalah Islam, karena Tuhan atau Allah itu tidak pernah di Lahirkan,  kalau yang di Lahirkan itu hanya Mahluk  ysng di ciptakan Allah atsu Tuhan,  terserah Anda yang  nenuhankan Mahluk, itu sudah keliru, dosanya tudak akan di ampuni oleh Allah karena sudah menyekutukan Allah, jadi perlu oajai Otak kalau beragama itu, bukan banyaknya pengikut nya, tetapi  berdasarkan Lohika, karena Allah atau Tuhan itu tidak pernah Lahir je dunia dsn tudak  pernah Mati.",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
850,Tdk perlu yg paling besar.yg paling baik menghambakan diri pd tuhan,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
851,"Kristen agama yq suci,,,kristen menjaga nama baik tuhan Yesus,kristen tdk pernah bom rmh ibadah orng lain,tdk pernah demo,hanya ajaran setan rusuk,orng,raja setan di dunia,",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,1,0,1,1,0,0,0,1,0,1,0
852,"Yahudi ,keristen ,Ortodok,shyiah,Baha'i,Hindu buda,Nasrani,katolik,protestan kelompok 2ormas impor ciptaan Rabi2pendeta misionaris Yahudi.
Bisnis politik sang ketua.
Modusnya uang dan jabatan.
Tertipu ormas di bilang agama.
NU ,Muhamadiah FPI LDII  ormas .
Tapi mereka beragama Islam.",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,1,0,1,1,0,0,0,0,0,1,0
853,"Agama Islam ciptaan Allah.
Nabi dan rosul hanya utusan..
Yahudi keristen,Ortodok,shyiah,Baha'i, Hindu buda,Nasrani,katolik,protestan.
Kelompok2Otmas impor ciptaan Rabi2pendeta misionaris Yahudi.
Bisnis politik sang ketua.
Modusnya uang dan jabatan.
Ormascdi kendalikan rj2kejam dan serakahormas keluar dari hikum2satiat Islam. Ormas ciptaan kaum Yahudi Bani keras.

Dunii ,NU ,Muhamadiah,FPI,LDII ormas tapi masih mematuhi hikum2satiat Islam.
Mereka beragama Islam.",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
854,Terus apa kalau jadi terbesar?...,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
855,Kristen .,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
856,Agama terbesar didunia percuma saja kalau umatnya binasa semua tidak masuk surga atau selamat.Jangan bangga dengan kesia siaan.kalau jiwakita binasa.,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
857,Buat apa bikin content gini ga guna 😂😂😂,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,1,1,0,0,0,0,0,1,1,0,0
858,Enggak usah diranya emang kristenlah yang keren dan benad 😂🎉,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,1,0,1,1,0,0,0,0,0,1,0
859,Muslim tdk KB...jadi Banyak Panti Asihan,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
860,Muslim tdk KB...jadi Banyak Panti Asihan,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
861,Saya kristen Protestan,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
862,islam nggk laku😂😂😂,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,1,0,1,1,0,0,0,1,0,1,0
863,"Agama no 1 Islam Agama yg paling benar Islam Kristen agama yg salah Isa itu Nabi bkn tuhan anda para kristen udh ditipu mentah"" 😂😂😂 Akherat nanti umat Kristen penghuni neraka Amin Ya rob slamat ya untk umat Kristen dpt hadiah nya Neraka nanti sesuatu saat nanti kita tau agama mna yg paling benar ❤",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,1,0,1,1,0,0,0,0,0,1,0
864,Islam tahun 2060 akan merosot parah karena kebotolannya dan kebohongannya karena demi Amplot yg berisi  uang 😂😂,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,1,0,1,1,0,0,0,0,0,1,0
865,"Allah tidak membutuhkn UMMAT ISLAM berdasarkn KUANTITAS, tetapi KUALITAS. Begitu bro.",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
866,Agama tukang kawin dan banyak anak ya islam😂😂😂,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,1,0,1,1,1,0,1,0,0,1,0
867,Bacalah roma 5 ayat 20,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
868,"Teknologi AI saja manusia paling berpengaruh di dunia nomor 1 nabi Muhammad Saw,dan Yesus cuma di nomor 3.
Karena agama kristen tidak semuanya menyembah Yesus.
Ada kristen yang menyembah Maryam dan ada kristen ortodoks yang menyembah satu Tuhan",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
869,Agama keristen tidak mungkin kalah penganut ny . pokok nya di dunia ini pasti keristen yang paling banyak. . kerena Yesus Kristus penebus dosa. Kita tidak ada ber dosa .mau judi mau tuak dan lainnya kita bebas .mau esek esek. Ter serah . Itu lah sebabnya banyak pengikut nya . Manusia yang mana gak mau enak . coba perhatikan di Bali Indonesia . seperti apa ya ? Kalian lihat sendiri !  Agama Islam peminatnya  tidak banyak . Tidak dapat bebas . dikit aja dosa .? Wanita pakai busana hijab. Gak cantik.kerena kolor nya tidak dapat di lihat .,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,1,1,0,1,0,1,1,1,0,1,0
870,Maaf  ber debat soal agama . tetapi mari kita lihat. Orang Islam mengaku sebagai penganut agama Islam.. yang ber ibadah kepada Allah SWT itu hanya 50 persen . Itu pun kalau ada !  Walaupun mereka tidak sholat tetapi sopan santun dan tidak melampaui batas. . orang yang ber agama Kristen. Mayoritas dunia ini di buat untuk bergembira..bila malam minggu.berguitar . minuman keras.dan main judi. Lihat lah orang barat di pantai barselona pantai telanjang bulat di sepanyol . Spain Italian ceko berazil Uruguay italy dan masih banyak lagi yang lainnya . agama hanya sekedar lambang kehidupan . Tidak kira apa agama nya.sebaik nya kita manusia ber agama jangan menyeleng .  Di sini  kita sebagai manusia menilainya.agama apa di dunia ini  yang paling Ter baik .,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
871,Kekristenan tidak bisa dikategorikan  sebagai satu agama. Masalahnya di antara mereka masih memperdebatkan Tuhan.,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
872,"Agama Kristen Katolik, bertambah setiap thn. =÷ 16.000.000. Juta pertahun Semakin bertambah...",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
873,"1 laki"" istrinya sepuluh biar kejar target",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
874,"Besar apanya ? Besar bohongnya ??? Ya kristen lah jawabannya, hahahahahahha, bukalah Bible anda, ada RATUSAN ayat KONTRADIKSI !",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,1,0,1,1,0,0,0,0,0,1,0
875,I love katolik,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
876,"kristen beda dg katolik  ,kristen 1,2 m,  katolik 1,4 ,,milyar,   Islam  ful 2,1 milyar",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
877,"Saya benar benar bersyukur,,, saya dilahirkan sebagai muslim. Alhamdulillah....",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
878,ISLAM RIDHO ALLAH SWT,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
879,Mantap maju trus Kristen yg menikat & jangan takut murtad Tuhan yesus memberkati kita semua,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
880,Mutu penganut itu yg penting .bukan jumlah penganut.,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
881,Teguh Eka YouTube tytyan kencana semua punya keyakinan masing2 cuma kalau Islam mempercayai nabi2 yg terdahulu begitu juga dgn Isa AS (Yesus juru selamat pd umat pd jamanNya) !?@&#&$%+&*****!?@Allah,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
882,Lahirin anak bnyk 🤦‍♀️,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
883,Biar gimana pun kwalitas kristen tetap unggul !,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
884,Kristen yakiiiin akan semakin bertambah pesat..bnyak yg makin sadar,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
885,Ya islam agama yg di akuii oleh Allah di hari akhirat... Sedang Kristen dan yg lainnya cuma agama hasil karya manusia .... seperti si Paulus pembohong itu....,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,1,1,0,1,0,0,0,0,1,0,0
886,Terimakasih ❤️🙏,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
887,Dan pada akhirnya punah semua,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,1,1,0,0,0,0,0,1,1,0,0
888,"Subhanallah ,walkhamdulillah ,wasyukurillah 😂😂😂",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
889,Untok menyebarkan Islam diseluruh dunia,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
890,"Semua nabi,termasuk nabi Isa as adalah utusan nya bagi Allah SWT yang esa ,untok menyebabkan Islam diseluruh dunia",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
891,"Islam -tuhan bagi agama Islam adalah Allah SWT ia nya tunggal, tidak diperanakkan, tidak menyerupai sesuatu samada dilangit dan dibumi,tuhan semesta alam,dan juga bukan dari kalangan jin atau manusia dan nabi Muhammad saw adalah nabi yang terakhir pada zaman ini",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
892,Kristen,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
893,Khatolik ku keren.♥️♥️♥️,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
894,"Islam agama jauh lebih muda ketimbang Kristen, teramat jauh jarak kelahirannya. Kalo grafik perbandingannya spt itu....Islam populasinya termasuk  lebih baik dr Kristen. Salam Damai, Salam NKRI.",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
895,Solideo glorya bagi YESUS,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
896,Mantapkristen tetap 1,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
897,"Yg terakhir bakan muhamat nanti ahir jaman sapa yg turun,itu yg terakhir,,pake logika dong,",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
898,Aku kerislambudah 7selinder,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
899,"Artinya:""Sesungguhnya agama (yang diridhai) disisi Allah hanyalah Islam. Tiada berselisih orang-orang yang telah diberi Al Kitab kecuali sesudah datang pengetahuan kepada mereka, karena kedengkian (yang ada) di antara mereka. Barangsiapa yang kafir terhadap ayat-ayat Allah maka sesungguhnya Allah sangat cepat hisab-Nya."" (QS. Ali Imran: 19)

nabi muhammad saw nabi terahkir saudaraku ...
coba buka dr.zakir naik tentang islam & kristen.semg mendapat hidayah...",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
900,Mengapa harus bangga berada di lingkungan mayoritas? Bukankah orang orang yg pintar dan berprestasi itu berada di lingkungan minoritas? Kalau cari kwalitas hidup pasti sda di minoritas dan kalau manusia mental pengikut pasti akan pilih mayoritas,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
901,ada kasus viral lain yang menarik buat dibahas ga guys??,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
902,"ASSALAMUALAIKUM WARAHMATULLAHI WABARAKATTU MAAF  SEBELUMNYA DI LUAR KONTEKS 🙏 LEBIH BAIK FOTO2NYA JANGAN ADA YANG MENAMPILKAN AURAT 

🙏😊Untuk muslim jangan liat aurat lawan jenis ya bagi umat muslim",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
903,Jir orang yang suka nonton bola disebut go*elok  berarti pa perabowo,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
904,Orang kek gini yang ngandelin rage bait macem Johnny Somali ga pantes dikasih panggung.,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
905,Bang schrodinglee rill natty apa roid ya bg cb minta tolong di bahas,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
906,Udah pernah angkuh terus hancur belom de jangan ya de...  Tugasmu hanya seorang hamba... Jadi tingkahmu jangan berlagak seolah olah kau punya dunia...  Hancur kau de...,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
907,Jarah aja rumah Timothy Ronald,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
908,"Pemikiran nya si Timothy mirip saya di waktu smp suka blunder dan gak yakin sama pendapat sendiri, bagaikan anak kecil yang masih bingung mau pilih yang bagus atau yang jelek 😂😂😂",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
909,Di kepepruk dumbeel modar we😂😂😂😂😂,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
910,Dan digoblok²in ini bocah iya² aja gimana ortunya dulu ndidik nih anak yah miris bgt attitude gada di goblokin ngangguk² apa gak bisa nanggep minimal mikir di goblok²in iya² aja anak haram idiot apalagi cok kebodohan dikmo ini,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,1,0,0,1,0,0
911,"Secara mental? otak kosong? Ini orang sok tau apa benci orang lain ya? Bilangin orang dengan kata-kata tidak baik itu juga hal negatif bukanlah baik, udah menghujat, kaya meremehkan orang lain aja, jadi panutan kaya gitu kuranglah sangat tepat, maaf-maaf aja ya🙏🏻😅",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
912,"Cemas kau, Bang. Cemas",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
913,"Jangan sampe semua itu termasuk rencana thimoty Ronald 

Teasuk beberapa tanggapan video beberapa orang  ini, 
    
Kalo itu bener.. Keren bang Thimoty Ronald",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
914,"Terlaluuu Sombonggg tymot.. 
Sy emak2..sdh pensiun..sekarang jd sehat bugar gara2 ngegym..
Memang2 anak2 sekarang baru sdh kaya..mulutx isix sampahhh",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,1,0,1,1,0,0
915,"ini pure blunder karena jelas banget kalo apa yg timothy sampein tu obrolan tongkrongan banget yang harusnya ga disampein di platform yg dipublikasikan ke khalayak ramai, dimana jelas ga semua orang bisa nerima jokes ""tokrongan"" seperti itu, jadi emang ucapan dia tentang aktivitas gym itu aktivitas ""goblok"" bener bener kosong dan gada tujuannya karena bentuk celetukan tongkrongan buat having fun sama sebaya nya.",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
916,"kepintaran seseorang tercerminkan dari etika,dan hal yang tidak bisa dibeli dengan uang adalah ETIKA ..",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
917,"Dia hanya bicara menurut dia.., KLO kalian GK ,urusan kalian ,dia menyampaikan pendapat ,bukan menjuts seseorang! Jadi yang GK paham itu kalian yang salah mengartikan .., orang berpendapat suatu hal terus kalian punya pendapat berbeda sah2 aja! Jadi jangan paksakan pemikiran kalian harus sama!",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
918,"Dia memang pinter akan bikin kata2 kontroversial dari awal
1.karakter orang ikut dia
2.menghujat dia
3.orang yang mengadu domba dia
Karena 1 video kontroversial bisa viral😂😂😂",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
919,d,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
920,"Yaaaaaah  kasian liat orang kaya timotoy, masih muda dan merasa tajir trus bisa se enak nya ngemeng,itu satu dari sekian banyak orang muda sukses tar ga berasa lama lama blunder sendiri",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
921,Dia lebih suka joget tiktok 🤣,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
922,"Thumbnail nya mengatakan TR minta maaf, nyatanya tidak. Lu juga influencer atau content maker yang gak bertanggung jawab. Bungkusnya apa, isinya apa!",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
923,Nanti giliran dia penyakit siapa yang goblok ?,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
924,"Kalau timonthy ini bikin keributan, ya mending tinggalkan dia asingkan dia kalau GK sesuai

Kalau lebih besarnya menjilat dia mending GK usah temenan sama penjilat beres

Akan susah kasus dia, sudah lihat 3x mendiskreditkan hal yang berguna tapi menganggungkan hal yang GK berguna jadi up aja",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
925,Bang harusnya dia si timoti hati hati kondisi dia emang kaya raya...tapi kondisi ekonomi rakyat yg dibawah ini lagi sulit...takutnya kesenjangan sosial aja...tolong jgn terlalu banyak flexing karena berbahaya sekali..efeknya bs kmn kmn.,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
926,Gw sependapat sama lu bro..timoty...hehehe,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
927,Ah kalian semua terlalu mikirin golongan ini Meraka semua mau naikin reting aja si,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,0,1,0,0,0,0,1,0,1,0
928,"Ambil sisi positifnya,buang negatifnya,intinya jangan buang² waktu,ambil peluang sambil belajar,",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
929,Nge gym dengan tujuan membentuk otot kayak dc goblok memang,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
930,Bagi saya timothy benar,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
931,"Boneka elit global ""Dajal""😂",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,1,0,1,0,0
932,bro timothy masih muda 23/24 tahun.Masih darah muda. tapi hidup memang kejam.dan media sosial juga kejam.,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
933,Mulut si timott itu emang salah  dari awal dan sekarang kayak nya mulut si timot butuh di operasi,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,1,0,1,1,0,0
934,Sdh terbiasa mungkin di keluarganya kata2 yg kurang baik,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
935,"Kasian ko timothy. Olahraga aja ga bisa. Nimatin nonton bola aja ga bisa, apalagi main game.. terlalu sibuk berenang duit. Aduh ga kebayang deh kaya tapi julid",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
936,"Kayanya yg ga pinter tuh rebahan yang berlebihan, gym sampe ngebentuk sih itu keren belum lagi butuh kesabaran",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
937,Orang pintar akan berpikir Orang BODOH N TOLOL akan Tersinggung...skrg Posisi anda dimana ...Jelas kan yg tolol itu pasti Sumbu Pendek...,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,0,1,0,0,0,0,1,0,1,0
938,Oyyy timothy lu merasa paling pintar ya.,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,0,0,1,1,0,0
939,"dia belom kenal aja sultan2 game ragnarok gimana, modal jualan kelas punya usaha / mobil mewah segitu doang so so an nge branding diri lu paling bener dan bijak? cuihhhhhhhh buat muka jelek lo timotot
bagi kami sultan sultan GAME  anda itu cuma sekecil upil semut 🤣🤣🤣🤣🤣🤣🤣",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,1,1,0,0,0,1,0,0,1,0,0
940,bang bahas @ardiodas,https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
941,"Saya tinggal di luar, teman kerja saya badannya 6 packs dan rutin nge Gym beberapa kali seminggu. 
Teman saya pintar sekali ( smart) dan sekarang menjadi pimpinan.",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
942,"Titik terendah seseorang:
1.sombong dan haus validasi seperti beliau
2.isi sendiri",https://youtu.be/mMFL1P6o3Aw?si=GVMy8vXp6xXB6shC,0,0,0,0,0,0,0,0,0,0,0
